1 3 7 4 2 5 0 6 8 9 | 6418336
9 8 2 4 1 5 0 7 3 6 | 0
4 1 2 3 8 9 0 7 6 5 | 3145776
4 6 5 2 7 8 3 1 0 9 | 0
3 1 5 8 7 4 6 2 0 9 | 256
2 8 6 1 0 5 4 7 9 3 | -4
1 5 4 3 8 9 2 6 7 0 | 6419812
0 7 1 3 4 2 8 9 5 6 | 1
4 2 0 5 8 6 3 7 1 9 | 6418024
7 4 8 6 1 5 0 3 2 9 | 0
6 1 3 7 0 5 2 8 4 9 | 6750309
5 4 7 9 2 1 6 8 0 3 | 4391004
1 8 2 6 4 3 7 9 5 0 | 7471220
6 4 5 3 1 8 0 7 2 9 | 101
0 7 8 3 4 9 1 6 2 5 | 8323198
3 1 5 0 9 2 8 7 6 4 | 539107357
0 9 5 8 2 1 7 6 4 3 | 11206826
9 5 1 2 7 3 6 4 8 0 | 12648640
7 6 9 0 2 4 3 8 1 5 | 14090454
5 9 6 8 2 4 3 0 7 1 | 13435084
7 1 9 3 8 5 6 4 2 0 | 67108868
6 2 1 0 4 3 9 5 8 7 | 8323072
3 4 1 0 8 7 6 5 9 2 | 335544340
7 9 2 3 8 5 0 1 6 4 | 7602291
0 5 8 4 2 3 6 9 7 1 | 8323732
0 6 2 9 8 3 4 1 5 7 | 0
7 6 4 1 2 3 5 0 8 9 | 72
7 3 9 6 0 5 2 4 8 1 | 0
6 2 5 7 4 0 1 3 8 9 | 8
5 7 4 2 3 1 6 8 0 9 | -2
9 8 6 3 2 0 7 4 5 1 | 6422476
1 6 0 2 9 4 5 7 3 8 | 8323072
3 9 6 1 8 5 0 7 4 2 | 48
2 0 4 1 7 5 9 3 8 6 | 0
0 6 2 1 9 8 5 7 4 3 | 2003656222
0 2 6 5 9 3 4 1 8 7 | 6420664
0 1 9 6 4 5 7 8 3 2 | 6419272
5 3 7 6 4 0 9 1 2 8 | 6226021
0 8 4 1 7 3 6 2 9 5 | 0
4 6 2 5 1 0 7 3 8 9 | 8324288
8 3 2 6 9 5 4 1 0 7 | 0
4 9 8 3 2 6 0 7 5 1 | 8
9 7 2 0 4 3 6 1 8 5 | 8323072
0 1 8 4 6 3 7 9 5 2 | 8345072
5 7 9 1 4 3 0 6 2 8 | 0
7 4 9 1 2 0 5 3 8 6 | 2003660412
0 2 8 3 7 6 4 5 9 1 | 16842752
0 1 8 3 4 2 5 6 9 7 | 0
0 1 8 5 7 4 9 2 6 3 | 8323072
1 2 4 3 5 0 8 9 7 6 | 0
1 8 5 2 3 9 4 7 0 6 | 0
8 1 2 4 9 0 6 3 5 7 | 3014701
4 3 9 0 8 5 1 7 2 6 | 0
7 3 2 0 6 4 5 8 1 9 | -807717304
9 6 1 4 3 2 7 5 8 0 | 0
2 5 3 9 6 1 8 7 4 0 | 538976294
2 5 7 1 6 4 9 3 8 0 | 8345024
6 3 7 1 0 2 5 4 8 9 | 8344616
3 9 1 2 4 5 0 7 6 8 | 3
2 1 7 3 6 8 5 0 9 4 | 5
4 7 2 3 6 0 8 5 1 9 | 1895826549
2 4 0 9 7 8 5 6 3 1 | 0
5 3 2 0 4 6 9 7 8 1 | 5
3 8 9 5 4 0 6 7 1 2 | 2003668139
9 1 3 4 7 2 5 8 6 0 | 8323072
0 9 2 3 7 5 8 6 4 1 | 8323264
9 7 5 3 6 8 4 1 2 0 | 6420604
4 0 6 3 1 9 5 7 8 2 | 2003675452
7 2 0 6 9 5 4 1 3 8 | 6
6 3 2 4 7 1 0 5 8 9 | 6420916
8 3 6 0 4 2 5 1 7 9 | 661336
1 0 9 5 7 3 2 4 8 6 | 2003668139
4 6 2 3 0 5 8 7 1 9 | 1593835870
4 2 1 9 0 6 5 7 8 3 | 0
4 5 2 3 6 1 9 0 8 7 | -225
2 1 0 5 4 8 6 9 3 7 | 17463720
8 1 9 4 7 5 2 6 0 3 | 17432768
0 8 6 5 9 3 2 7 1 4 | 127
1 0 5 3 4 7 8 6 2 9 | 1
9 6 1 3 4 7 0 5 8 2 | 484
0 9 5 1 6 4 3 7 8 2 | 1593835870
0 9 6 8 5 2 3 1 4 7 | 6421304
3 7 2 4 5 0 1 6 8 9 | -121
9 1 8 3 6 5 4 0 2 7 | 4
3 0 4 1 5 6 2 8 9 7 | 2003656222
0 1 8 9 2 5 4 7 3 6 | 6421448
9 5 8 3 4 1 6 7 2 0 | 127
4 8 3 6 5 0 2 7 1 9 | 0
5 0 1 4 8 9 6 2 3 7 | 17464040
0 8 1 9 3 2 5 7 6 4 | 17463808
3 5 7 1 0 4 9 2 8 6 | 2003873584
8 0 6 9 1 5 3 7 2 4 | 7
2 1 5 9 3 6 0 8 7 4 | 17465096
6 4 3 9 5 1 0 7 8 2 | 6421800
9 7 0 2 4 5 1 8 3 6 | 6422064
4 3 1 7 5 0 8 2 6 9 | 17465096
5 4 0 3 6 2 1 8 7 9 | 4217667
3 1 5 2 6 9 4 0 8 7 | 6421960
5 6 0 8 4 2 1 7 3 9 | 5
2 8 9 3 4 6 0 1 7 5 | 17465096
